provincia,localidad,nombre,direccion,denominacion_especifica,jurisdiccion _declaratoria,fecha_de_inauguracion,decreto_o_ley,numero_de_decreto_o_ley,,,
Santa Cruz,Estrecho Magallanes,"Población ""Nombre de Jesús"" zona Cabo Vírgenes",s/d,Lugar Histórico,Nacional,2/7/1976,Decreto,1202,,,
Santa Cruz,Guar Aiken,Río Gallego (desembocadura),s/d,Lugar Histórico,Nacional,5/11/1943,Decreto,12466,,,
Santa Cruz,Lago Buenos Aires,"Paraje denominado ""Cueva de las Manos""","Area Alto Río Pinturas, estancia ""Los Toldos""",Monumento Histórico,Nacional,23/6/1993,Ley,24225,,,
Santa Cruz,Magallanes,Puerto San Julián,s/d,Lugar Histórico,Nacional,5/11/1943,Decreto,12466,,,
Santa Cruz,Magallanes,Ruinas de los Españoles,A 7 km de San Julián,Lugar Histórico,Nacional,26/9/1949,Decreto,23889,,,
Santa Cruz,Puerto Deseado,Fuerte de Puerto Deseado,s/d,Lugar Histórico,Nacional,5/11/1943,Decreto,12466,,,
Santa Cruz,Río Gallegos,Balcón de Roca,Piedra Buena 50,Monumento Histórico,Nacional,28/5/1981,Decreto,312,,,
Santa Cruz,Río Gallegos,Catedral de Río Gallegos,Av. San Martín 757,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Santa Cruz,Río Gallegos,Colegio María Auxiliadora,Av. Pte Nestor Calos Kirchner 529,Monumento Histórico,Nacional,11/12/2008,Decreto,2129,,,
Santa Cruz,Río Gallegos,"Escuela Provincial Nº 1 ""Hernando de Magallanes""",Maipú 53,Bien de interés histórico nacional,Nacional,8/6/2016,Ley,27256,,,
Mendoza,s/d,Tambillitos,s/d,Sitio Arqueológico,Nacional,26/12/2014,Decreto,2043,,,
Mendoza,s/d,Confluencia,s/d,Sitio Arqueológico,Nacional,27/12/2014,Decreto,2043,,,
Mendoza,s/d,Penitentes,s/d,Sitio Arqueológico,Nacional,28/12/2014,Decreto,2043,,,
Mendoza,s/d,Pirámide del Cerro Aconcagua,s/d,Sitio Arqueológico,Nacional,29/12/2014,Decreto,2043,,,
Santa Fe,9 de Julio,"Fortín ""El Tostado""",s/d,Monumento Histórico,Nacional,22/12/1961,Decreto,12018,,,
Santa Fe,Constitución,Batalla de Cepeda,s/d,Lugar Histórico,Nacional,8/9/1961,Decreto,7893,,,
Santa Fe,Constitución,Batalla de Pavón,s/d,Lugar Histórico,Nacional,8/9/1961,Decreto,7893,,,
Santa Fe,Constitución,Sector del pueblo de Alcorta y el predio de la Estación del Ferrocarril Alcorta,"Calles Independencia, Reconquista, Avenida Rivadavia y Avenida Moreno",Lugar Histórico,Nacional,9/10/2007,Decreto,1381,,,
Santa Fe,Esperanza,Plaza de la Ciudad de Esperanza,s/d,Lugar Histórico,Nacional,3/8/1971,Decreto,2809,,,
Santa Fe,Esperanza,Sector de la Ciudad de Esperanza,"Polígono delimitado por las calles Federico Meiners, Rivadavia, Balcarce, y Moreno",Bien de Interés Histórico Nacional,Nacional,2/11/2015,Decreto,2268,,,
Santa Fe,General López,Mirador de Melincué,s/d,Monumento Histórico,Nacional,26/9/1944,Decreto,26250,,,
Santa Fe,Granadero Baigorria,"Hogar Escuela Nº 9020 ""Cnel. Juan D. Perón""",Av. San Martín 2051,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Santa Fe,Rosario,"a)Plaza 25 de Mayo, Iglesia Catedral y Basílica Menor ""Nuestra Señora del Rosario"", b)Palacio Municipal, c)Edificio de la bola de nieve, d)Palacio de Correos, e)Museo Municipal de Arte Decorativo y f)Consejo de Ingenieros","a)Buenos Aires y Córdoba, b)Buenos Aires y Santa Fe, c)Laprida y Córdoba, d)Buenos Aires y Córdoba, e)Santa Fe 748, f)Santa Fe 730",Conjunto Urbano Arquitectónico,Nacional,24/10/1997,Decreto,1110,,,
Santa Fe,Rosario,"Batería ""Libertad""",s/d,Lugar Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Rosario,Casa Quinta Villa Hortensia,Warnes 1989,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Santa Fe,Rosario,Club Español,Rioja 1052,Monumento Histórico,Nacional,14/6/2004,Ley,25898,,,
Santa Fe,Rosario,"Escuela Normal Superior Nº2 ""Juan María Gutiérrez""",Córdoba 2084,Monumento Histórico,Nacional,10/7/2006,Ley,26113,,,
Santa Fe,Rosario,Ex Palacio de Justicia y Tribunales,Moreno 750 / Córdoba 2020 / Santa Fe 2051,Monumento Histórico,Nacional,20/3/1997,Decreto,262,,,
Santa Fe,Rosario,Monumento Nacional a la Bandera,"Av Belgrano, Santa Fe, Córdoba, Brig Gral. J. M. de Rosas",Monumento Histórico,Nacional,27/12/1989,Decreto,1592,,,
Santa Fe,Rosario,Museo de la Memoria “Ex Comando del Ii Cuerpo de Ejército”,Córdoba Nros. 2019/2025,Lugar Histórico,Nacional,5/3/2015,Decreto,379,,,
Santa Fe,Rosario,"Museo Municipal de Arte Decorativo ""Firma y Odilo Estévez""",Santa Fe 748,Monumento Histórico,Nacional,21/3/2011,Decreto,352,,,
Santa Fe,Rosario,Palacio de Correos,"Córdoba, Laprida, Rioja y Buenos Aires",Monumento Histórico,Nacional,24/10/1997,Decreto,1110,,,
Santa Fe,Rosario,Teatro El Círculo,Laprida 1201/1235,Monumento Histórico,Nacional,21/6/2011,Decreto,837,,,
Santa Fe,Rosario,Teatro Fundación Héctor Astengo,Mitre 754,Bien de interés histórico-artístico,Nacional,21/6/2011,Decreto,837,,,
Santa Fe,San Cristóbal,Casco urbano de la localidad de Moisés Ville,s/d,Monumento Histórico,Nacional,13/4/1999,Decreto,339,,,
Santa Fe,San Cristóbal,Sinagoga Brener,Calle Pública Dr. Iarcho S/N,Monumento Histórico,Nacional,13/4/1999,Decreto,339,,,
Santa Fe,San Jerónimo,Iglesia de San Jerónimo del Sauce,Calle Pública S/N,Monumento Histórico,Nacional,7/11/1983,Decreto,2938,,,
Santa Fe,San Lorenzo,Convento de San Carlos y Campo de la Gloria,"Convento: Belgrano 430 (entre las Avs. San Martín y Sgto. Cabral) Campo de la Gloria: Delimitado por el Río Parana, la Av. Sgto. Cabral y las calles Salta y Belgrano; atravesandolo las calles Artigas, Colón y Savedra)",Monumento Histórico,Nacional,24/9/1940,Ley,12648,,,
Santa Fe,San Lorenzo,Monumento y lámpara votiva que honran a los próceres de la batalla de San Lorenzo (ampliación de Ley 12648/40),s/d,Monumento Histórico,Nacional,8/8/2001,Ley,25455,,,
Santa Fe,San Lorenzo,Pino (árbol) huerto del Convento de San Lorenzo,s/d,Árbol Histórico,Nacional,30/1/1946,Decreto,3038,,,
Santa Fe,San Lorenzo,Predio donde el 4 de junio de 1846 se libró la batalla de Puerto Quebracho,"Delimitado al sur por la calle Juan Bautista Thorne, al oeste por calle Hipólito Yrigoyen, al norte por parte de lotes 38, 40 y 41 y al este por el río Paraná",Lugar Histórico,Nacional,21/4/1999,Ley,25088,,,
Santa Fe,Santa Fe,Casa de Estanislao López,General López 2792,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Santa Fe,Casa de los Aldao,Monseñor Vicente Zaspe (ex Buenos Aires) 2861/65,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Santa Fe,"Casa Diez de Andino, sede del Museo Histórico Provincial","San Martín 1490, esq. 3 de Febrero (1-1425)",Monumento Histórico,Nacional,9/11/2000,Decreto,1044,,,
Santa Fe,Santa Fe,Catedral de Santa Fe,General López 2650/72,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Santa Fe,Cnel. José María Aguierre,Catedral de Santa Fe,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,Convento de Santo Domingo,3 de Febrero 2811,Monumento Histórico,Nacional,22/2/1982,Decreto,388,,,
Santa Fe,Santa Fe,Domingo Crespo,Iglesia de Santo Domingo,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,"Domingo Cullen, Iglesia de Santo Domingo",Iglesia de Santo Domingo,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,"Escuela de Artes Visuales ""Prof. Juan Mantovani"" (ex Casa de Justicia)",Esquina S.E. de 9 de Julio y Moreno,Monumento Histórico,Nacional,9/3/1989,Decreto,325,,,
Santa Fe,Santa Fe,Francisco A.Candioti,Iglesia de Santo Domingo,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,Iglesia de la Merced o Templo de la Inmaculada,San Martín 1540,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Santa Fe,José de Amenabar,Catedral de Santa Fe,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,La Estanzuela de Echagüe,Av. Pascual Echagüe S/N y Gral. Paz,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Santa Fe,"Locales que ocupa el Museo del Colegio de la Inmaculada Concepción, adyacentes a la Iglesia de la Merced o Templo de la Inmaculada",General López 2543 (1ª-1525-124),Monumento Histórico Artístico,Nacional,9/11/2000,Decreto,1044,,,
Santa Fe,Santa Fe,Nicasio Oroño,Cementerio de Santa Fe,Sepulcro,Nacional,16/11/1983,Decreto,3017,,,
Santa Fe,Santa Fe,Pedro de Bustamante,Cementerio de Santa Fe,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,"Puente colgante ""Ing. Marcial Candioti""",s/d,Monumento Histórico,Nacional,25/9/2014,Decreto,1669,,,
Santa Fe,Santa Fe,Simón de Iriondo,Catedral de Santa Fe,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,Teatro Municipal,San Martín 2020,Monumento Histórico,Nacional,21/6/2011,Decreto,837,,,
Santa Fe,Santa Fe,"Templo de Nuestra Señora del Rosario, atrio y reja",3 de Febrero 2811,Monumento Histórico,Nacional,22/2/1982,Decreto,388,,,
Santa Fe,Santa Fe,Templo y Convento de San Francisco,Amenabar 2557 - San Martín 1326,Monumento Histórico,Nacional,4/2/1942,Decreto,112765,,,
Santa Fe,Santa Fe,Tte.Cnel Juan Apóstol Martínez,Catedral de Santa Fe,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santa Fe,Urbano de Iriondo,Iglesia de Santo Domingo,Sepulcro,Nacional,11/7/1946,Decreto,2236,,,
Santa Fe,Santo Tomé,Sitio donde se emplaza el algarrobo de Santo Tomé,Libertad Nº 1035,Lugar Histórico,Nacional,10/11/2015,Decreto,2390,,,
Santa Fe,Villa Constitución,Oratorio de Morante,Av. San Vicente S/N,Lugar Histórico,Nacional,5/5/1975,Decreto,1192,,,
Santa fe,Santa Fe,Manzana Histórica de la Universidad Nacional del Litoral,Bv.  Pellegrini 2750,Monumento Histórico Nacional,Nacional,21/12/2017,Ley,27416,,,
Santa Fe,Esperanza,Basilica de la Natividad de la Santísima Virgen,Aarón Castellanos 1469,Bien de Interés Histórico,Nacional,13/9/2017,Ley,27377,,,
Santa Fe,Esperanza,Iglesia evangelica Protestante Río de la Plata,25 de Mayo 1538,Bien de Interés Historico,Nacional,13/9/2017,Ley,27377,,,
Santa Fe,Esperanza,Iglesia Ortodoxa San Jorge,9 de Julio 1824,Bien de Interés Histórico,Nacional,13/9/2017,Ley,27377,,,
Mendoza,s/d,Subtramo Ciénaga de Yalguaraz- San Alberto -- Punto Inicial,s/d,Monumento Histórico,Nacional,19/11/2014,Decreto,2043,,,
Santiago del Estero,Avellaneda,Santuario de Ntro.Señor de los Milagros de Mailin,Zacarías Herrera S/N,Monumento Histórico,Nacional,12/2/1973,Decreto,1180,,,
Santiago del Estero,Copos,Reducción Jesuítica de Petacas,s/d,Lugar Histórico,Nacional,24/1/1942,Decreto,112099,,,
Santiago del Estero,Gral. Taboada,Casa natal del poeta Homero Manzi,"Lote 6º, 1ª reserva de la estancia de Añatuya (MFR 27-3193)",Lugar Histórico,Nacional,26/11/1998,Ley,25058,,,
Santiago del Estero,Loreto,"Loreto Viejo en la propiedad denominada ""El Yugo""",s/d,Lugar Histórico,Nacional,6/2/1948,Decreto,3635,,,
Santiago del Estero,Loreto,Santuario de Nuestra Señora de Loreto,Mendoza 71,Monumento Histórico,Nacional,12/2/1973,Decreto,1180,,,
Santiago del Estero,Quebrachos,Reducción Jesuítica y Fortín Abipones,s/d,Lugar Histórico,Nacional,6/2/1948,Decreto,3635,,,
Santiago del Estero,Quebrachos,Santuario de Ntra.Sra.de la Consolación en Sumampa,s/d,Monumento Histórico,Nacional,12/2/1973,Decreto,1180,,,
Santiago del Estero,Río Hondo,Vinará,s/d,Lugar Histórico,Nacional,24/1/1942,Decreto,112099,,,
Santiago del Estero,Santiago del Estero,Absalon Rojas,Cementerio de Santiago del Estero,Sepulcro,Nacional,2/10/1946,Decreto,12806,,,
Santiago del Estero,Santiago del Estero,Casa del Gral. Antonio Taboada,Buenos Aires 136,Lugar Histórico,Nacional,22/12/1980,Decreto,2643,,,
Santiago del Estero,Santiago del Estero,Catedral de la ciudad de Santiago del Estero,24 de Septiembre 55,Monumento Histórico,Nacional,28/7/1953,Decreto,13723,,,
Santiago del Estero,Santiago del Estero,"Celda Capilla de San Francisco Solano, convento de San Francisco",Roca Sud 716,Monumento Histórico,Nacional,25/6/1942,Decreto,123529,,,
Santiago del Estero,Santiago del Estero,Colegio Absalón Rojas,Libertad 857,Monumento Histórico,Nacional,13/8/1997,Ley,24866,,,
Santiago del Estero,Santiago del Estero,Convento e Iglesia de San Francisco,Roca Sud 716,Monumento Histórico,Nacional,6/2/1948,Decreto,3635,,,
Santiago del Estero,Santiago del Estero,"Escuela ""Del Centenario""",Avenida Rivadavia y Córdoba,Bien de interés histórico artístico,Nacional,20/9/2010,Ley,26635,,,
Santiago del Estero,Santiago del Estero,"Hogar Escuela Nº 21 ""Eva Perón""",Balcarce Nº 151,Monumento Histórico,Nacional,3/11/2015,Decreto,2297,,,
Santiago del Estero,Santiago del Estero,Iglesia de la Merced,24 de Septiembre 319,Monumento Histórico,Nacional,24/1/1942,Decreto,112099,,,
Santiago del Estero,Santiago del Estero,Sitio del antiguo Cabildo de Santiago del Estero,Libertad 451,Lugar Histórico,Nacional,9/3/1989,Decreto,325,,,
Santiago del Estero,Santiago del Estero,Sociedad y Biblioteca Sarmiento,Libertad 674,Monumento Histórico,Nacional,23/6/1999,Ley,25115,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Base Esperanza,Choza de los Suecos,s/d,Monumento Histórico,Nacional,1/9/2010,Ley,26621,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Gran Malvina,Bahía Fox,s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Gran Malvina,Puerto Howard,s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla de los Estados,Lugar donde estuvo emplazado el Faro de San Juan de Salvamento,s/d,Lugar Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla de los Estados,Puerto de San Juan de Salvamento,s/d,Lugar Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Grande,"Bahía Aguirre hasta""Cuevas de Gardiner""inclusive",s/d,Lugar Histórico,Nacional,4/12/1984,Decreto,3806,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Grande,Bahía Buen Suceso y tierras hasta el Morro Sur,s/d,Lugar Histórico,Nacional,4/12/1984,Decreto,3806,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Grande,Casa Ramos (ex vivienda de la familia Ramos) Declarada también por Decreto 64/99,Av. Maipú 363,Monumento Histórico,Nacional,12/5/1999,Ley,25103,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Grande,Casa Ramos (ex vivienda de la familia Ramos) Declarada también por Ley 25103,Av. Maipú 363,Monumento Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Grande,Casco principal y edificios accesorios de la Estancia Harberton,s/d,Monumento Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Grande,Establecimiento El Páramo,Península del Páramo,Lugar Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Laurie - Base Orcadas,Casa Moneta,s/d,Lugar Histórico,Nacional,4/12/2007,Ley,26294,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Observatorio,Faro Año Nuevo,s/d,Monumento Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Paulet,Pirca ubicada en el punto más alto de la Isla Paulet,s/d,Bien de Interés Histórico,Nacional,3/9/2010,Ley,26621,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla San Pedro,"Puerto Grytvyken, en la Isla San Pedro",s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Snow Hill,Cabaña refugio de la Isla Snow Hill,Isla Cerro Nevado,Monumento Histórico,Nacional,26/7/1965,Decreto,6058,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Soledad,Cementerio de Puerto Darwin,A 88 km de Puerto Argentino,Lugar Histórico,Nacional,11/12/2008,Decreto,2131,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Soledad,Puerto Argentino,s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Soledad,Puerto Darwin - Pradera del Ganso verde,s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Soledad,Puerto de Nuestra Señora de la Soledad,s/d,Lugar Histórico,Nacional,3/4/1982,Decreto,682,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Isla Soledad,Puerto San Carlos,s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Monte Bilbao,Caleta Falsa,al pie del Monte Bilbao,Lugar Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Norte de Gran Malvina,Isla Borbón,s/d,Lugar Histórico,Nacional,8/6/1984,Decreto,1734,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Océano Atlántico Sur,Área donde se encuentran los restos del buque Crucero A.R.A. General Belgrano y de los 323 tripulantes que allí reposan,s/d,Lugar Histórico,Nacional,27/11/2001,Ley,25546,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,Capilla de Nuestra Señora de la Candelaria,s/d,Monumento Histórico,Nacional,11/8/1983,Decreto,2087,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,Cementerio de la Misión Salesiana,s/d,Monumento Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,"Edificios del casco de la Estancia María Behety ex ""La segunda Argentina""",Ubicada a 17 km de Río Grande,Bien de Interés Histórico,Nacional,16/5/1997,Decreto,437,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Grande,Instalaciones del Ex Frigorífico CAP,s/d,Monumento Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,"Avión DC 3 denominado 5 Tango 22 ""Cabo de Hornos""",Aeroclub de Ushuaia,Bien de Interés Histórico,Nacional,2/10/2008,Decreto,1593,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Cárcel de Reincidentes,Yaganes 300 (Base Naval Ushuaia),Monumento Histórico,Nacional,23/4/1997,Ley,24818,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Donde estuvo instalada la Misión Anglicana,s/d,Lugar Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Ex Casa de Gobierno,Av. Maipú 450,Monumento Histórico,Nacional,18/10/1983,Decreto,2706,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Iglesia Parroquial de Ushuaia,Av. Maipú 939,Monumento Histórico,Nacional,29/1/1999,Decreto,64,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,"Mural escultórico ""Héroe de Malvinas""",s/d,Monumento Histórico,Nacional,3/1/2001,Ley,25384,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ushuaia,Sitio por 1ª vez el Alte. Lasserre izo la Bandera,s/d,Lugar Histórico,Nacional,28/12/1943,Decreto,17265,,,
Mendoza,s/d,Subtramo Ciénaga de Yalguaraz- San Alberto -- Punto Final,s/d,Monumento Histórico,Nacional,20/11/2014,Decreto,2043,,,
Mendoza,s/d,Sección Ranchillos -- Punto Inicial,s/d,Monumento Histórico,Nacional,21/11/2014,Decreto,2043,,,
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Rio Grande,Antiguo Puente Colgante,Kilómetro 2.854 de la Ruta Nacional Nº 3, Bien de Interés Histórico Nacional,Nacional,10/8/2017,Decreto,627,,,
Mendoza,s/d,Sección Ranchillos -- Punto Final,s/d,Monumento Histórico,Nacional,22/11/2014,Decreto,2043,,,
Tucumán,Burruyacu,Ramada de Abajo,s/d,Lugar Histórico,Nacional,19/5/1961,Decreto,4014,,,
Tucumán,Chicligasta,Capilla de Chicligasta,"A 73 km. de la Capital por Ruta Nac. N° 157, a 15 km. de la Ruta Prov. N°328",Monumento Histórico,Nacional,12/8/1941,Decreto,98076,,,
Tucumán,Chicligasta,Villa de Medinas,s/d,Pueblo Histórico,Nacional,23/12/1999,Ley,25213,,,
Tucumán,Cruz Alta,"Ingenio ""El Paraíso""",s/d,Lugar Histórico,Nacional,31/12/1970,Decreto,3364,,,
Tucumán,Graneros,Capilla de San Ignacio,121 km. al Sur de la Ciudad de San Miguel de Tucumán por Ruta Nac. N°38,Monumento Histórico,Nacional,12/8/1941,Decreto,98076,,,
Tucumán,Lules,Capilla de San José de Lules,s/d,Monumento Histórico,Nacional,7/6/1944,Decreto,14119,,,
Tucumán,"Medinas, Departamento Chicligasta",Iglesia Nuestra Señora de la Merced de Medinas (Declarada también por Decreto 974/99),s/d,Monumento Histórico,Nacional,11/8/1999,Ley,25149,,,
Tucumán,San Miguel de Tucumán,Camarín de la Virgen de la Merced (templo de la Merced),24 de Septiembre 253,Monumento Histórico,Nacional,5/8/1957,Decreto,9059,,,
Tucumán,San Miguel de Tucumán,Campo de las Carreras (Batalla de Tucumán),s/d,Lugar Histórico,Nacional,12/8/1941,Decreto,98076,,,
